firstblood,firstdragon,firstherald,firstbaron,firsttower,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,opp_killsat10,opp_assistsat10,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,opp_killsat15,opp_assistsat15,side
0,1,1,1,1,1,1,6,2,15.61,7.45,-6,4,8,1,2,26.82,15.39,-9,5,9,1,2,1
1,0,0,0,0,0,0,3,4,-3.2,-6.49,-7,2,3,3,4,-2.12,-15.53,-49,6,16,5,11,0
0,1,1,1,1,1,1,4,3,3.2,6.49,7,3,4,2,3,2.12,15.53,49,5,11,6,16,1
1,1,0,1,1,1,1,5,6,10.91,4.18,-14,5,9,2,3,25.03,15.6,-5,5,9,2,3,0
0,0,1,0,0,0,0,6,5,-10.91,-4.18,14,2,3,5,9,-25.03,-15.6,5,2,3,5,9,1
1,0,0,1,0,1,1,4,5,6.89,0.77,22,3,3,2,1,11.46,8.6,49,7,9,4,4,0
0,1,1,0,1,0,0,5,4,-6.89,-0.77,-22,2,1,3,3,-11.46,-8.6,-49,4,4,7,9,1
1,1,0,0,1,1,1,5,2,3.92,4.88,23,1,2,1,1,2.6,13.49,32,1,2,1,1,0
0,0,1,0,0,0,0,2,5,-3.92,-4.88,-23,1,1,1,2,-2.6,-13.49,-32,1,1,1,2,1
0,1,0,0,1,1,1,2,6,-11.98,-6.92,-1,3,5,4,5,-7.38,0.17,-6,8,11,6,8,0
1,0,1,1,0,0,0,6,2,11.98,6.92,1,4,5,3,5,7.38,-0.17,6,6,8,8,11,1
0,1,1,1,0,0,0,7,6,-30.64,-6.82,-23,2,1,8,17,-31.66,4.73,-10,3,1,9,18,0
1,0,0,0,1,1,1,6,7,30.64,6.82,23,8,17,2,1,31.66,-4.73,10,9,18,3,1,1
0,0,1,1,1,1,1,8,4,9.28,-1.8,7,4,5,4,5,6.27,-15.3,-2,4,5,6,7,0
1,1,0,0,0,0,0,4,8,-9.28,1.8,-7,4,5,4,5,-6.27,15.3,2,6,7,4,5,1
1,0,1,1,1,1,1,7,0,10.81,3.64,6,2,5,1,0,24.33,8.6,20,6,15,5,12,0
0,1,0,0,0,0,0,0,7,-10.81,-3.64,-6,1,0,2,5,-24.33,-8.6,-20,5,12,6,15,1
0,0,1,1,0,1,1,2,2,-8.4,-5.88,17,1,1,3,7,-8.5,-12.91,-13,3,9,3,7,0
1,1,0,0,1,0,0,2,2,8.4,5.88,-17,3,7,1,1,8.5,12.91,13,3,7,3,9,1
1,1,1,1,1,1,1,4,2,-0.58,-0.17,28,1,1,2,4,9.5,1.98,34,3,4,3,6,0
0,0,0,0,0,0,0,2,4,0.58,0.17,-28,2,4,1,1,-9.5,-1.98,-34,3,6,3,4,1
0,0,1,0,1,0,0,4,3,-12.41,-6.89,17,1,0,3,3,-6.21,-10.88,9,2,3,4,4,0
1,1,0,1,0,1,1,3,4,12.41,6.89,-17,3,3,1,0,6.21,10.88,-9,4,4,2,3,1
0,0,0,1,0,1,0,2,7,-25.75,-11,-40,1,0,1,0,-25.76,-3.5,-27,1,0,1,0,0
1,1,1,0,1,0,1,7,2,25.75,11,40,1,0,1,0,25.76,3.5,27,1,0,1,0,1
0,1,0,0,0,0,1,2,7,-21.03,-8.41,5,0,0,3,4,-30.38,3,30,3,3,5,7,0
1,0,1,1,1,1,0,7,2,21.03,8.41,-5,3,4,0,0,30.38,-3,-30,5,7,3,3,1
1,1,1,0,1,1,1,13,0,58.76,41.85,87,6,7,0,0,86.27,46,113,10,14,3,5,0
0,0,0,1,0,0,0,0,13,-58.76,-41.85,-87,0,0,6,7,-86.27,-46,-113,3,5,10,14,1
0,1,0,1,0,0,0,4,9,-15.19,-2.6,5,3,6,5,7,-36.91,-10.81,-11,7,16,9,15,0
1,0,1,0,1,1,1,9,4,15.19,2.6,-5,5,7,3,6,36.91,10.81,11,9,15,7,16,1
0,0,1,1,0,0,0,3,10,-15.35,-20.51,-50,1,3,2,1,-43.65,-18.79,-41,2,6,5,5,0
1,1,0,0,1,1,1,10,3,15.35,20.51,50,2,1,1,3,43.65,18.79,41,5,5,2,6,1
0,0,1,1,0,0,0,4,7,-15.14,1.05,7,2,0,4,4,-23.96,-5.07,5,3,2,4,4,0
1,1,0,0,1,1,1,7,4,15.14,-1.05,-7,4,4,2,0,23.96,5.07,-5,4,4,3,2,1
1,0,0,0,1,0,0,6,4,3.93,-6,7,3,4,2,5,7.1,0.41,53,3,4,4,8,0
0,1,1,1,0,1,1,4,6,-3.93,6,-7,2,5,3,4,-7.1,-0.41,-53,4,8,3,4,1
1,1,1,1,1,1,1,7,5,20.08,12.69,12,6,9,2,2,35.89,13.43,24,6,9,2,2,0
0,0,0,0,0,0,0,5,7,-20.08,-12.69,-12,2,2,6,9,-35.89,-13.43,-24,2,2,6,9,1
0,1,0,0,0,0,0,0,9,-17.36,-10.68,-14,0,0,2,2,-51.75,-13.19,-36,0,0,4,5,0
1,0,1,0,1,1,1,9,0,17.36,10.68,14,2,2,0,0,51.75,13.19,36,4,5,0,0,1
0,1,0,0,0,1,0,3,8,-10.82,-3.93,14,1,0,3,4,-22.38,12.48,4,5,3,7,7,0
1,0,1,1,1,0,1,8,3,10.82,3.93,-14,3,4,1,0,22.38,-12.48,-4,7,7,5,3,1
1,1,0,1,0,0,1,4,5,-7.34,13.61,26,1,1,1,3,4.99,19.69,1,4,9,1,3,0
0,0,1,0,1,1,0,5,4,7.34,-13.61,-26,1,3,1,1,-4.99,-19.69,-1,1,3,4,9,1
1,0,1,0,0,1,1,4,2,8.13,7.42,25,4,6,4,10,3.63,-0.17,8,4,6,4,10,0
0,1,0,0,1,0,0,2,4,-8.13,-7.42,-25,4,10,4,6,-3.63,0.17,-8,4,10,4,6,1
1,0,1,0,0,0,0,4,3,8.36,0.37,-13,3,6,2,5,4.77,0.45,-36,4,8,4,10,0
0,1,0,0,1,1,1,3,4,-8.36,-0.37,13,2,5,3,6,-4.77,-0.45,36,4,10,4,8,1
1,0,0,1,0,1,1,1,4,9.02,-0.99,2,2,4,1,2,6.29,10.64,29,4,9,3,6,0
0,1,1,0,1,0,0,4,1,-9.02,0.99,-2,1,2,2,4,-6.29,-10.64,-29,3,6,4,9,1
0,0,1,1,0,0,0,4,3,3.06,6.5,-23,1,1,1,1,1.07,-0.4,-51,1,1,1,1,0
1,1,0,0,1,1,1,3,4,-3.06,-6.5,23,1,1,1,1,-1.07,0.4,51,1,1,1,1,1
1,0,1,1,0,1,1,5,5,5.81,-1.39,1,2,4,2,4,12.02,-0.15,-17,4,8,3,5,0
0,1,0,0,1,0,0,5,5,-5.81,1.39,-1,2,4,2,4,-12.02,0.15,17,3,5,4,8,1
0,1,0,0,1,1,0,4,3,-0.94,-5.48,-18,2,4,2,1,6.51,12.82,-3,4,11,2,1,0
1,0,1,1,0,0,1,3,4,0.94,5.48,18,2,1,2,4,-6.51,-12.82,3,2,1,4,11,1
0,0,1,0,0,0,0,5,4,-0.61,-4.83,-19,1,1,1,2,-17.83,-19.28,-32,3,5,5,15,0
1,1,0,1,1,1,1,4,5,0.61,4.83,19,1,2,1,1,17.83,19.28,32,5,15,3,5,1
1,0,0,0,1,1,0,6,3,8.17,-6.49,-36,6,12,5,3,30.56,12.31,-25,10,23,6,7,0
0,1,1,1,0,0,1,3,6,-8.17,6.49,36,5,3,6,12,-30.56,-12.31,25,6,7,10,23,1
1,0,1,0,1,0,0,9,7,15.57,6.17,45,3,6,2,2,3.4,-34.26,2,4,8,4,4,0
0,1,0,1,0,1,1,7,9,-15.57,-6.17,-45,2,2,3,6,-3.4,34.26,-2,4,4,4,8,1
0,1,0,1,1,1,1,1,5,5.19,9.52,4,6,9,3,7,10.51,21.24,33,7,10,3,7,0
1,0,1,0,0,0,0,5,1,-5.19,-9.52,-4,3,7,6,9,-10.51,-21.24,-33,3,7,7,10,1
0,1,0,1,0,1,1,3,5,8.89,1.13,3,3,6,2,2,2.43,12.94,4,5,9,3,2,0
1,0,1,0,1,0,0,5,3,-8.89,-1.13,-3,2,2,3,6,-2.43,-12.94,-4,3,2,5,9,1
1,0,1,0,1,1,1,8,1,11.07,12.11,36,3,3,2,2,35.06,32.26,86,6,11,4,8,0
0,1,0,0,0,0,0,1,8,-11.07,-12.11,-36,2,2,3,3,-35.06,-32.26,-86,4,8,6,11,1
0,0,1,1,1,1,1,5,4,7.56,9.03,30,2,4,2,3,11.8,-0.43,17,3,6,3,5,0
1,1,0,0,0,0,0,4,5,-7.56,-9.03,-30,2,3,2,4,-11.8,0.43,-17,3,5,3,6,1
1,1,1,1,1,1,1,9,1,4.58,6.76,17,2,3,2,3,32.19,12.44,36,4,6,2,3,0
0,0,0,0,0,0,0,1,9,-4.58,-6.76,-17,2,3,2,3,-32.19,-12.44,-36,2,3,4,6,1
0,0,1,0,0,0,0,5,8,-5.38,-9.54,-21,0,0,0,0,-47.53,-46.82,-64,0,0,5,12,0
1,1,0,1,1,1,1,8,5,5.38,9.54,21,0,0,0,0,47.53,46.82,64,5,12,0,0,1
0,0,0,1,0,0,0,3,4,-9.03,6.53,-6,0,0,1,1,-6.69,18.72,11,0,0,1,1,0
1,1,1,0,1,1,1,4,3,9.03,-6.53,6,1,1,0,0,6.69,-18.72,-11,1,1,0,0,1
1,1,1,1,1,1,1,5,3,19.4,6.58,18,5,7,3,2,15.66,2,-4,7,8,5,3,0
0,0,0,0,0,0,0,3,5,-19.4,-6.58,-18,3,2,5,7,-15.66,-2,4,5,3,7,8,1
1,1,1,1,1,1,1,5,6,15.27,7.52,21,1,2,0,0,14.12,-6.54,-7,1,2,0,0,0
0,0,0,0,0,0,0,6,5,-15.27,-7.52,-21,0,0,1,2,-14.12,6.54,7,0,0,1,2,1
1,1,0,1,1,0,1,7,5,1.53,0.73,13,0,0,0,0,38.47,12.69,30,3,11,0,0,0
0,0,1,0,0,1,0,5,7,-1.53,-0.73,-13,0,0,0,0,-38.47,-12.69,-30,0,0,3,11,1
1,1,0,0,1,0,0,6,6,-12.67,1.76,25,3,5,5,9,-6.12,5.21,50,3,5,5,9,0
0,0,1,1,0,1,1,6,6,12.67,-1.76,-25,5,9,3,5,6.12,-5.21,-50,5,9,3,5,1
1,1,1,0,1,1,1,5,2,10.89,4.5,29,1,2,0,0,22.41,2.16,48,2,5,2,5,0
0,0,0,1,0,0,0,2,5,-10.89,-4.5,-29,0,0,1,2,-22.41,-2.16,-48,2,5,2,5,1
0,0,0,0,0,0,0,4,6,-14.65,-0.57,-42,1,1,2,4,-37.53,-5.35,-44,2,2,6,16,0
1,1,1,1,1,1,1,6,4,14.65,0.57,42,2,4,1,1,37.53,5.35,44,6,16,2,2,1
1,0,1,1,1,1,1,10,1,6.73,0.55,17,0,0,0,0,34.34,8.69,35,1,3,0,0,0
0,1,0,0,0,0,0,1,10,-6.73,-0.55,-17,0,0,0,0,-34.34,-8.69,-35,0,0,1,3,1
1,0,1,0,1,0,0,3,3,5.09,0.86,12,0,0,0,0,12.84,-5.96,-8,1,0,0,0,0
0,1,0,1,0,1,1,3,3,-5.09,-0.86,-12,0,0,0,0,-12.84,5.96,8,0,0,1,0,1
1,0,0,0,0,0,0,2,4,-5.76,-6.21,-11,0,0,0,0,2.66,14.99,0,3,2,0,0,0
0,1,1,1,1,1,1,4,2,5.76,6.21,11,0,0,0,0,-2.66,-14.99,0,0,0,3,2,1
1,1,0,1,1,1,1,8,7,13.63,11.41,31,1,1,0,0,23.33,35.46,55,5,14,2,5,0
0,0,1,0,0,0,0,7,8,-13.63,-11.41,-31,0,0,1,1,-23.33,-35.46,-55,2,5,5,14,1
1,0,1,1,1,1,1,8,2,16.73,-0.64,25,2,3,1,3,45.73,18.43,70,3,4,1,3,0
0,1,0,0,0,0,0,2,8,-16.73,0.64,-25,1,3,2,3,-45.73,-18.43,-70,1,3,3,4,1
0,0,1,0,0,0,0,4,4,-7.85,-15.88,-15,0,0,1,1,2.31,-18.34,-25,0,0,1,1,0
1,1,0,1,1,1,1,4,4,7.85,15.88,15,1,1,0,0,-2.31,18.34,25,1,1,0,0,1
0,0,1,1,1,0,1,4,3,-4.26,6.28,-7,0,0,1,2,4.86,15.13,-9,1,1,1,2,0
1,1,0,0,0,1,0,3,4,4.26,-6.28,7,1,2,0,0,-4.86,-15.13,9,1,2,1,1,1
0,1,1,1,1,1,1,13,1,23.96,16.06,51,2,2,1,3,49.6,17.82,81,3,2,2,5,0
1,0,0,0,0,0,0,1,13,-23.96,-16.06,-51,1,3,2,2,-49.6,-17.82,-81,2,5,3,2,1
0,1,1,1,1,1,1,10,4,9.9,7.2,42,0,0,1,1,22.81,8.21,38,0,0,1,1,0
1,0,0,0,0,0,0,4,10,-9.9,-7.2,-42,1,1,0,0,-22.81,-8.21,-38,1,1,0,0,1
1,0,1,1,0,1,1,2,3,7.17,3.54,-3,1,4,0,0,2.32,-2.7,-16,1,4,0,0,0
0,1,0,0,1,0,0,3,2,-7.17,-3.54,3,0,0,1,4,-2.32,2.7,16,0,0,1,4,1
1,0,1,0,0,0,0,5,4,-3.93,2.34,-30,1,0,1,1,-13.73,-5.72,-53,3,6,4,10,0
0,1,0,1,1,1,1,4,5,3.93,-2.34,30,1,1,1,0,13.73,5.72,53,4,10,3,6,1
1,1,1,0,1,1,1,5,0,3.14,4.17,-2,0,0,0,0,24.92,13.28,11,1,1,0,0,0
0,0,0,0,0,0,0,0,5,-3.14,-4.17,2,0,0,0,0,-24.92,-13.28,-11,0,0,1,1,1
0,0,1,1,0,0,0,3,9,-24.44,-23.93,-87,0,0,0,0,-50.77,-34.91,-80,0,0,3,7,0
1,1,0,0,1,1,1,9,3,24.44,23.93,87,0,0,0,0,50.77,34.91,80,3,7,0,0,1
0,0,0,0,0,0,0,1,9,-14.06,-9.97,-47,0,0,0,0,-79.16,-38.06,-76,0,0,5,11,0
1,1,1,0,1,1,1,9,1,14.06,9.97,47,0,0,0,0,79.16,38.06,76,5,11,0,0,1
1,0,1,1,1,0,1,6,3,7.14,3.17,18,1,1,0,0,16.03,4.78,18,2,3,0,0,0
0,1,0,0,0,1,0,3,6,-7.14,-3.17,-18,0,0,1,1,-16.03,-4.78,-18,0,0,2,3,1
1,1,1,0,0,0,0,8,9,6.19,8.93,23,3,7,0,0,6.02,-1.4,32,3,7,1,0,0
0,0,0,1,1,1,1,9,8,-6.19,-8.93,-23,0,0,3,7,-6.02,1.4,-32,1,0,3,7,1
0,1,0,1,1,1,1,3,3,7.53,9.2,36,1,2,1,0,9.12,13.55,42,5,7,4,7,0
1,0,1,0,0,0,0,3,3,-7.53,-9.2,-36,1,0,1,2,-9.12,-13.55,-42,4,7,5,7,1
0,1,1,1,1,1,1,8,3,13.01,10.43,37,4,3,2,2,28.53,7.42,7,9,16,4,3,0
1,0,0,0,0,0,0,3,8,-13.01,-10.43,-37,2,2,4,3,-28.53,-7.42,-7,4,3,9,16,1
1,1,0,0,0,0,0,3,8,-4.84,-3.77,-11,3,4,3,3,-31.43,-17.41,-42,6,15,7,11,0
0,0,1,0,1,1,1,8,3,4.84,3.77,11,3,3,3,4,31.43,17.41,42,7,11,6,15,1
1,1,1,0,1,1,1,6,5,32.77,20.43,60,4,4,0,0,44.74,28.81,93,5,4,0,0,0
0,0,0,0,0,0,0,5,6,-32.77,-20.43,-60,0,0,4,4,-44.74,-28.81,-93,0,0,5,4,1
0,0,0,0,0,0,0,1,5,-5.22,-5.64,-16,0,0,0,0,-13.13,-5.45,-38,3,3,1,0,0
1,1,1,1,1,1,1,5,1,5.22,5.64,16,0,0,0,0,13.13,5.45,38,1,0,3,3,1
0,0,0,1,0,0,0,6,9,-8.73,-5.87,0,2,5,3,5,-19.7,-10.71,-7,2,5,4,7,0
1,1,1,0,1,1,1,9,6,8.73,5.87,0,3,5,2,5,19.7,10.71,7,4,7,2,5,1
0,0,0,0,0,1,0,4,6,-10.51,-12.86,-41,0,0,1,1,-30.57,-17.62,-66,1,1,3,6,0
1,1,1,1,1,0,1,6,4,10.51,12.86,41,1,1,0,0,30.57,17.62,66,3,6,1,1,1
0,1,1,1,1,1,1,4,3,-6.98,11.79,-10,0,0,0,0,0.91,11.1,-3,1,1,2,3,0
1,0,0,0,0,0,0,3,4,6.98,-11.79,10,0,0,0,0,-0.91,-11.1,3,2,3,1,1,1
1,1,1,1,1,1,1,4,2,13.77,14.56,51,1,1,2,5,23.85,8.14,46,5,14,5,12,0
0,0,0,0,0,0,0,2,4,-13.77,-14.56,-51,2,5,1,1,-23.85,-8.14,-46,5,12,5,14,1
1,1,0,1,1,1,1,5,3,8.61,6.87,2,1,2,0,0,25.34,14.64,15,2,3,0,0,0
0,0,1,0,0,0,0,3,5,-8.61,-6.87,-2,0,0,1,2,-25.34,-14.64,-15,0,0,2,3,1
1,1,1,1,1,1,1,9,1,24.37,13.25,4,5,6,0,0,49.49,18.56,12,5,6,0,0,0
0,0,0,0,0,0,0,1,9,-24.37,-13.25,-4,0,0,5,6,-49.49,-18.56,-12,0,0,5,6,1
0,0,1,0,0,0,0,3,5,-17.62,-6.28,-36,0,0,3,2,-41.38,-32.74,-71,0,0,7,5,0
1,1,0,1,1,1,1,5,3,17.62,6.28,36,3,2,0,0,41.38,32.74,71,7,5,0,0,1
0,1,0,0,1,1,1,4,4,4.85,-2.69,-8,2,5,1,3,5.19,20.72,14,2,5,1,3,0
1,0,1,1,0,0,0,4,4,-4.85,2.69,8,1,3,2,5,-5.19,-20.72,-14,1,3,2,5,1
0,0,1,0,0,0,0,2,8,-11.06,-20.57,-19,2,2,2,3,-26.75,-54.9,-37,3,3,5,8,0
1,1,0,1,1,1,1,8,2,11.06,20.57,19,2,3,2,2,26.75,54.9,37,5,8,3,3,1
1,1,1,1,1,1,1,6,2,19.85,14.74,52,1,1,1,0,28.32,8.71,58,1,1,1,0,0
0,0,0,0,0,0,0,2,6,-19.85,-14.74,-52,1,0,1,1,-28.32,-8.71,-58,1,0,1,1,1
1,0,1,0,1,1,1,8,3,13.66,1.14,9,2,2,1,0,38.53,6.43,12,4,4,1,0,0
0,1,0,0,0,0,0,3,8,-13.66,-1.14,-9,1,0,2,2,-38.53,-6.43,-12,1,0,4,4,1
0,0,1,0,0,0,0,3,7,-20,-10.58,-18,0,0,2,4,-19.68,-14.26,-35,1,1,3,6,0
1,1,0,1,1,1,1,7,3,20,10.58,18,2,4,0,0,19.68,14.26,35,3,6,1,1,1
0,0,1,0,0,1,0,4,5,-0.17,2.08,5,5,6,4,6,-33.12,-28.17,-31,6,6,8,10,0
1,1,0,1,1,0,1,5,4,0.17,-2.08,-5,4,6,5,6,33.12,28.17,31,8,10,6,6,1
1,1,0,0,0,0,0,4,5,-0.17,6.22,32,1,1,2,5,-20.08,-17.59,9,1,1,4,8,0
0,0,1,1,1,1,1,5,4,0.17,-6.22,-32,2,5,1,1,20.08,17.59,-9,4,8,1,1,1
0,0,1,0,0,0,0,2,3,-2.68,-0.44,0,0,0,1,1,6.37,-0.69,0,1,2,1,1,0
1,1,0,1,1,1,1,3,2,2.68,0.44,0,1,1,0,0,-6.37,0.69,0,1,1,1,2,1
0,0,1,1,1,1,1,8,5,3.32,11.96,6,3,3,2,4,7.4,0.85,-16,3,3,2,4,0
1,1,0,0,0,0,0,5,8,-3.32,-11.96,-6,2,4,3,3,-7.4,-0.85,16,2,4,3,3,1
1,0,1,0,1,1,1,6,4,2.9,-3.73,-4,3,2,3,3,2.39,-6.87,-8,4,4,4,5,0
0,1,0,1,0,0,0,4,6,-2.9,3.73,4,3,3,3,2,-2.39,6.87,8,4,5,4,4,1
0,0,1,0,0,0,0,5,5,0.91,1.16,13,0,0,0,0,5.44,-18.69,-27,3,6,1,1,0
1,1,0,1,1,1,1,5,5,-0.91,-1.16,-13,0,0,0,0,-5.44,18.69,27,1,1,3,6,1
0,1,0,0,0,0,0,1,7,-12.98,-21.6,-34,1,1,3,5,-39.7,-34.85,-65,1,1,4,6,0
1,0,1,1,1,1,1,7,1,12.98,21.6,34,3,5,1,1,39.7,34.85,65,4,6,1,1,1
0,0,0,0,0,0,0,3,8,-19.44,-8.59,-38,1,1,2,2,-51.71,-33.48,-61,2,2,10,18,0
1,1,1,1,1,1,1,8,3,19.44,8.59,38,2,2,1,1,51.71,33.48,61,10,18,2,2,1
0,0,1,0,0,1,0,4,8,-7.65,2.96,-9,2,2,3,4,-19.43,-0.2,-18,3,4,3,4,0
1,1,0,1,1,0,1,8,4,7.65,-2.96,9,3,4,2,2,19.43,0.2,18,3,4,3,4,1
0,0,0,0,0,0,0,0,14,-38.17,-28.44,-66,1,2,4,7,-119.26,-74.1,-147,1,2,10,16,0
1,1,1,0,1,1,1,14,0,38.17,28.44,66,4,7,1,2,119.26,74.1,147,10,16,1,2,1
1,1,0,1,0,1,0,1,7,0.82,-1.35,-20,8,16,4,5,-12.32,-4.63,-42,9,16,5,6,0
0,0,1,0,1,0,1,7,1,-0.82,1.35,20,4,5,8,16,12.32,4.63,42,5,6,9,16,1
1,1,0,0,0,1,1,5,4,12.27,-4.32,-12,2,3,0,0,18.76,22.52,6,4,6,0,0,0
0,0,1,1,1,0,0,4,5,-12.27,4.32,12,0,0,2,3,-18.76,-22.52,-6,0,0,4,6,1
0,0,1,1,1,1,1,8,5,4.4,-0.14,-13,0,0,0,0,32.47,3.43,-14,3,6,1,1,0
1,1,0,0,0,0,0,5,8,-4.4,0.14,13,0,0,0,0,-32.47,-3.43,14,1,1,3,6,1
1,1,0,0,0,1,0,6,3,13.54,11.73,62,4,4,4,8,18.55,16.07,92,4,4,4,8,0
0,0,1,1,1,0,1,3,6,-13.54,-11.73,-62,4,8,4,4,-18.55,-16.07,-92,4,8,4,4,1
1,0,0,1,0,0,0,1,6,-9.58,-6.89,-14,0,0,0,0,-15.23,0.78,-39,2,3,0,0,0
0,1,1,0,1,1,1,6,1,9.58,6.89,14,0,0,0,0,15.23,-0.78,39,0,0,2,3,1
1,0,1,0,1,1,1,4,2,15.13,14.88,23,2,3,1,1,25.9,9.51,26,3,5,1,1,0
0,1,0,1,0,0,0,2,4,-15.13,-14.88,-23,1,1,2,3,-25.9,-9.51,-26,1,1,3,5,1
1,1,1,1,0,0,0,4,6,2.13,-3.76,-17,1,1,0,0,-5.82,-17.02,-44,3,5,2,2,0
0,0,0,0,1,1,1,6,4,-2.13,3.76,17,0,0,1,1,5.82,17.02,44,2,2,3,5,1
1,1,0,0,0,0,0,1,10,3.46,8.03,15,1,1,0,0,-40.39,-14.22,-1,1,1,2,7,0
0,0,1,1,1,1,1,10,1,-3.46,-8.03,-15,0,0,1,1,40.39,14.22,1,2,7,1,1,1
1,0,0,0,0,0,0,3,7,0.79,-7.07,-6,3,4,3,2,-8.26,4.76,32,4,5,3,2,0
0,1,1,1,1,1,1,7,3,-0.79,7.07,6,3,2,3,4,8.26,-4.76,-32,3,2,4,5,1
0,0,1,1,0,0,1,7,6,-11.16,7.2,-15,1,2,4,7,-26.82,-7.41,-27,1,2,8,17,0
1,1,0,0,1,1,0,6,7,11.16,-7.2,15,4,7,1,2,26.82,7.41,27,8,17,1,2,1
1,0,0,0,1,0,1,4,2,10.8,1.47,-23,3,5,0,0,37.74,31.52,17,5,5,0,0,0
0,1,1,1,0,1,0,2,4,-10.8,-1.47,23,0,0,3,5,-37.74,-31.52,-17,0,0,5,5,1
0,0,1,1,1,1,1,11,1,6.42,5.3,3,0,0,1,2,45.01,22.73,9,5,5,4,6,0
1,1,0,0,0,0,0,1,11,-6.42,-5.3,-3,1,2,0,0,-45.01,-22.73,-9,4,6,5,5,1
1,1,0,1,1,1,1,4,3,22.8,10.25,35,5,7,2,6,20.37,10.8,59,6,8,4,12,0
0,0,1,0,0,0,0,3,4,-22.8,-10.25,-35,2,6,5,7,-20.37,-10.8,-59,4,12,6,8,1
0,1,0,1,0,0,0,4,6,-5.96,3.44,4,0,0,0,0,-27.31,-12.97,9,0,0,3,7,0
1,0,1,0,1,1,1,6,4,5.96,-3.44,-4,0,0,0,0,27.31,12.97,-9,3,7,0,0,1
0,0,0,0,0,0,0,2,6,-28.67,-8.07,-22,0,0,4,6,-47.38,-22.16,-61,0,0,5,8,0
1,1,1,1,1,1,1,6,2,28.67,8.07,22,4,6,0,0,47.38,22.16,61,5,8,0,0,1
0,1,1,1,1,1,1,6,2,12.16,11.24,11,6,11,4,4,21.24,20.47,26,6,11,4,4,0
1,0,0,0,0,0,0,2,6,-12.16,-11.24,-11,4,4,6,11,-21.24,-20.47,-26,4,4,6,11,1
0,0,1,0,0,0,0,2,6,-16.72,-20.88,-10,0,0,4,2,-12.88,-33,-41,3,5,5,4,0
1,1,0,1,1,1,1,6,2,16.72,20.88,10,4,2,0,0,12.88,33,41,5,4,3,5,1
1,1,1,1,1,1,1,9,1,-0.95,-3.13,19,1,2,3,9,23.94,8.85,56,1,2,4,11,0
0,0,0,0,0,0,0,1,9,0.95,3.13,-19,3,9,1,2,-23.94,-8.85,-56,4,11,1,2,1
1,0,0,1,0,0,0,0,4,-4.73,0.56,-4,1,1,1,2,-4.88,5.51,-6,1,1,1,2,0
0,1,1,0,1,1,1,4,0,4.73,-0.56,4,1,2,1,1,4.88,-5.51,6,1,2,1,1,1
0,1,0,0,0,0,0,4,4,-14.85,-15.62,-8,3,3,4,5,-10.35,-15.34,4,4,4,5,6,0
1,0,1,1,1,1,1,4,4,14.85,15.62,8,4,5,3,3,10.35,15.34,-4,5,6,4,4,1
0,1,0,1,1,1,1,2,4,-1.47,0.9,2,0,0,0,0,0.36,1.42,8,2,1,1,0,0
1,0,1,0,0,0,0,4,2,1.47,-0.9,-2,0,0,0,0,-0.36,-1.42,-8,1,0,2,1,1
0,0,1,0,1,1,0,8,3,8.92,2.22,17,3,4,3,5,4.8,-18.37,2,5,9,7,14,0
1,1,0,1,0,0,1,3,8,-8.92,-2.22,-17,3,5,3,4,-4.8,18.37,-2,7,14,5,9,1
0,0,0,1,0,0,0,3,5,-8.46,-1.49,-15,0,0,1,2,-16.36,3.79,-21,0,0,3,5,0
1,1,1,0,1,1,1,5,3,8.46,1.49,15,1,2,0,0,16.36,-3.79,21,3,5,0,0,1
0,0,0,0,0,0,0,5,10,-30.11,-21.19,-30,2,3,6,6,-46.02,-34.34,-47,3,6,9,10,0
1,1,1,1,1,1,1,10,5,30.11,21.19,30,6,6,2,3,46.02,34.34,47,9,10,3,6,1
1,1,0,1,0,0,0,5,7,7.36,-1.19,4,2,3,1,0,-13.4,1.03,18,2,3,4,2,0
0,0,1,0,1,1,1,7,5,-7.36,1.19,-4,1,0,2,3,13.4,-1.03,-18,4,2,2,3,1
1,0,1,0,1,1,1,6,3,-4.17,-7.64,-30,1,1,1,1,22.97,-0.91,-29,6,16,3,7,0
0,1,0,1,0,0,0,3,6,4.17,7.64,30,1,1,1,1,-22.97,0.91,29,3,7,6,16,1
1,0,0,0,0,0,0,6,7,4.48,-2.18,-4,1,2,0,0,5.11,3.51,9,3,8,0,0,0
0,1,1,1,1,1,1,7,6,-4.48,2.18,4,0,0,1,2,-5.11,-3.51,-9,0,0,3,8,1
0,1,1,1,1,0,0,3,1,1.68,5.11,3,0,0,0,0,-2.96,-1.98,-6,0,0,0,0,0
1,0,0,0,0,1,1,1,3,-1.68,-5.11,-3,0,0,0,0,2.96,1.98,6,0,0,0,0,1
0,1,0,1,1,1,1,6,4,-5.48,-1.29,-18,1,0,1,3,-1.2,11.26,-11,1,0,1,3,0
1,0,1,0,0,0,0,4,6,5.48,1.29,18,1,3,1,0,1.2,-11.26,11,1,3,1,0,1
1,0,1,1,1,1,1,4,4,10.02,1.54,-22,4,10,2,4,8.34,2.35,-31,5,11,3,4,0
0,1,0,0,0,0,0,4,4,-10.02,-1.54,22,2,4,4,10,-8.34,-2.35,31,3,4,5,11,1
